"customer_id","first_name","last_name","gender","city","region","occupation","account_type","income_band","account_status","transaction_count","total_transaction_value","platform_revenue","average_transaction_value","last_transaction_date","customer_value_segment","activity_segment"
"CUST002902","Hassan","Qureshi","Male","Gwadar","West","Salaried","Premium Account","Upper-Middle","Active","35","444295.67","3309.27","12694.16","2025-12-26","High Value","Moderately Active"
"CUST009677","Usman","Qureshi","Female","Sialkot","Central","Business Owner","Current Account","Upper-Middle","Active","29","444180.11","2772.30","15316.56","2025-12-17","High Value","Moderately Active"
"CUST001941","Ahmed","Aslam","Female","Peshawar","North","Salaried","Current Account","Middle","Closed","23","444084.04","3379.66","19308.00","2025-11-01","High Value","Moderately Active"
"CUST007609","Iqra","Mirza","Male","Faisalabad","Central","Self-Employed","Current Account","Low","Active","27","444063.59","2516.71","16446.80","2025-12-21","High Value","Moderately Active"
"CUST008668","Fatima","Butt","Female","Sukkur","South","Student","Digital Wallet","Middle","Active","17","443641.76","2355.07","26096.57","2025-07-20","High Value","Moderately Active"
"CUST000979","Maham","Shah","Male","Faisalabad","Central","Student","Current Account","Upper-Middle","Active","17","443292.67","2544.81","26076.04","2025-11-08","High Value","Moderately Active"
"CUST011754","Maryam","Mirza","Female","Lahore","Central","Salaried","Premium Account","Middle","Active","22","443197.85","3064.49","20145.36","2025-12-08","High Value","Moderately Active"
"CUST003222","Iqra","Malik","Female","Sukkur","South","Business Owner","Current Account","Low","Dormant","29","443140.11","2784.29","15280.69","2025-10-31","High Value","Moderately Active"
"CUST001714","Ahmed","Javed","Female","Karachi","South","Salaried","Digital Wallet","Upper-Middle","Active","15","442844.67","2534.36","29522.98","2025-10-25","High Value","Moderately Active"
"CUST001176","Noor","Farooq","Male","Hyderabad","South","Business Owner","Savings Account","Middle","Active","28","442770.51","2811.41","15813.23","2025-12-30","High Value","Moderately Active"
"CUST002013","Iqra","Hussain","Male","Rawalpindi","North","Salaried","Savings Account","Upper-Middle","Active","24","442526.57","2568.32","18438.61","2025-12-02","High Value","Moderately Active"
"CUST006336","Ali","Aslam","Female","Sialkot","Central","Business Owner","Digital Wallet","Lower-Middle","Active","37","442356.50","3128.45","11955.58","2025-12-01","High Value","Moderately Active"
"CUST000927","Saad","Mirza","Male","Abbottabad","North","Freelancer","Current Account","Low","Active","27","442149.02","2493.27","16375.89","2025-11-20","High Value","Moderately Active"
"CUST008860","Hamza","Sheikh","Female","Islamabad","North","Salaried","Premium Account","Middle","Active","32","442128.22","2597.07","13816.51","2025-12-22","High Value","Moderately Active"
"CUST006244","Danish","Iqbal","Male","Hyderabad","South","Self-Employed","Current Account","Lower-Middle","Active","36","441979.20","3020.73","12277.20","2025-12-29","High Value","Moderately Active"
"CUST001688","Maryam","Javed","Male","Lahore","Central","Self-Employed","Current Account","Low","Active","28","441816.85","2507.50","15779.17","2025-12-29","High Value","Moderately Active"
"CUST001539","Maryam","Siddiqui","Female","Hyderabad","South","Salaried","Savings Account","Middle","Active","22","441809.92","2349.14","20082.27","2025-12-26","High Value","Moderately Active"
"CUST001190","Zainab","Siddiqui","Male","Sialkot","Central","Salaried","Savings Account","Middle","Active","19","441694.38","2324.37","23247.07","2025-12-08","High Value","Moderately Active"
"CUST001065","Iqra","Mirza","Male","Lahore","Central","Business Owner","Digital Wallet","Lower-Middle","Dormant","26","441611.12","2971.10","16985.04","2025-11-20","High Value","Moderately Active"
"CUST000612","Fatima","Farooq","Female","Gujranwala","Central","Salaried","Savings Account","Lower-Middle","Active","26","441313.17","2794.82","16973.58","2025-11-10","High Value","Moderately Active"
"CUST000439","Ali","Mirza","Male","Sukkur","South","Salaried","Savings Account","Lower-Middle","Active","17","439564.89","1987.28","25856.76","2025-12-22","High Value","Moderately Active"
"CUST007810","Sara","Butt","Female","Abbottabad","North","Salaried","Digital Wallet","Middle","Active","31","439263.18","3068.42","14169.78","2025-12-18","High Value","Moderately Active"
"CUST004410","Usman","Iqbal","Male","Abbottabad","North","Salaried","Current Account","Middle","Active","20","439103.43","2519.59","21955.17","2025-09-25","High Value","Moderately Active"
"CUST005566","Usman","Aslam","Female","Peshawar","North","Freelancer","Savings Account","Upper-Middle","Active","28","439043.85","3525.66","15680.14","2025-12-25","High Value","Moderately Active"
"CUST006607","Fatima","Shah","Female","Sukkur","South","Salaried","Savings Account","Upper-Middle","Active","26","438780.22","3291.52","16876.16","2025-12-12","High Value","Moderately Active"
"CUST000863","Hassan","Javed","Male","Karachi","South","Business Owner","Digital Wallet","High","Active","28","438049.62","3190.10","15644.63","2025-12-31","High Value","Moderately Active"
"CUST009302","Hira","Mirza","Male","Gujranwala","Central","Business Owner","Premium Account","Middle","Active","14","437949.42","2625.02","31282.10","2025-10-09","High Value","Moderately Active"
"CUST004718","Fatima","Siddiqui","Male","Lahore","Central","Freelancer","Premium Account","Lower-Middle","Active","26","437480.17","2478.57","16826.16","2025-12-16","High Value","Moderately Active"
"CUST006773","Hira","Farooq","Female","Lahore","Central","Self-Employed","Digital Wallet","High","Active","30","436445.25","2410.18","14548.18","2025-12-31","High Value","Moderately Active"
"CUST000378","Hira","Aslam","Male","Lahore","Central","Business Owner","Premium Account","Low","Active","21","436416.01","2136.11","20781.71","2025-11-25","High Value","Moderately Active"
"CUST006865","Hira","Qureshi","Male","Faisalabad","Central","Retired","Digital Wallet","High","Active","37","436411.35","2881.90","11794.90","2025-12-24","High Value","Moderately Active"
"CUST003381","Maryam","Javed","Female","Abbottabad","North","Salaried","Premium Account","Middle","Active","16","436236.51","2501.50","27264.78","2025-11-22","High Value","Moderately Active"
"CUST001149","Hira","Hussain","Female","Sialkot","Central","Salaried","Current Account","Upper-Middle","Active","26","436031.30","3113.79","16770.43","2025-12-26","High Value","Moderately Active"
"CUST007391","Fatima","Raza","Male","Peshawar","North","Salaried","Current Account","Middle","Active","23","435712.56","2633.98","18944.02","2025-11-25","High Value","Moderately Active"
"CUST009428","Ahmed","Farooq","Female","Sialkot","Central","Salaried","Premium Account","Lower-Middle","Active","37","435695.25","3122.10","11775.55","2025-12-08","High Value","Moderately Active"
"CUST001531","Hira","Siddiqui","Male","Peshawar","North","Salaried","Digital Wallet","High","Active","19","435576.81","2465.27","22925.10","2025-12-31","High Value","Moderately Active"
"CUST007083","Hassan","Farooq","Male","Hyderabad","South","Salaried","Current Account","Lower-Middle","Active","25","435399.84","2504.65","17415.99","2025-12-20","High Value","Moderately Active"
"CUST011369","Zainab","Iqbal","Male","Sialkot","Central","Student","Current Account","Middle","Active","14","435334.81","2282.91","31095.34","2025-11-08","High Value","Moderately Active"
"CUST003861","Talha","Khan","Male","Sialkot","Central","Business Owner","Current Account","High","Active","32","435310.53","2461.43","13603.45","2025-12-31","High Value","Moderately Active"
"CUST002875","Maryam","Butt","Female","Abbottabad","North","Freelancer","Digital Wallet","High","Active","31","435288.67","2908.33","14041.57","2025-10-20","High Value","Moderately Active"
"CUST000406","Hamza","Siddiqui","Female","Hyderabad","South","Freelancer","Savings Account","Lower-Middle","Closed","15","435266.23","2586.63","29017.75","2025-12-31","High Value","Moderately Active"
"CUST008444","Ahmed","Shah","Male","Sialkot","Central","Student","Digital Wallet","Upper-Middle","Active","23","435051.88","2785.84","18915.30","2025-11-20","High Value","Moderately Active"
"CUST004845","Fatima","Butt","Female","Sialkot","Central","Retired","Current Account","Low","Closed","27","434834.16","2311.68","16104.97","2025-11-29","High Value","Moderately Active"
"CUST008655","Ayesha","Malik","Female","Gujranwala","Central","Self-Employed","Digital Wallet","Lower-Middle","Active","18","434753.57","2367.72","24152.98","2025-09-03","High Value","Moderately Active"
"CUST004080","Maham","Iqbal","Female","Gujranwala","Central","Salaried","Digital Wallet","Low","Active","30","434337.33","3429.66","14477.91","2025-12-28","High Value","Moderately Active"
"CUST000104","Talha","Qureshi","Male","Quetta","West","Self-Employed","Digital Wallet","High","Closed","17","434253.68","2275.33","25544.33","2025-12-02","High Value","Moderately Active"
"CUST002778","Maham","Hussain","Male","Gujranwala","Central","Business Owner","Digital Wallet","Upper-Middle","Active","40","434152.60","2818.83","10853.82","2025-11-19","High Value","Moderately Active"
"CUST003660","Ahmed","Sheikh","Female","Islamabad","North","Business Owner","Current Account","Middle","Active","22","434000.82","2743.28","19727.31","2025-12-26","High Value","Moderately Active"
"CUST009709","Ali","Mirza","Male","Sukkur","South","Salaried","Savings Account","High","Active","30","433803.49","2732.53","14460.12","2025-12-16","High Value","Moderately Active"
"CUST005325","Noor","Javed","Male","Peshawar","North","Business Owner","Savings Account","Lower-Middle","Active","40","433197.80","3001.10","10829.95","2025-11-23","High Value","Moderately Active"
"CUST007040","Bilal","Javed","Male","Dera Ismail Khan","West","Business Owner","Current Account","High","Active","35","432589.23","3053.60","12359.69","2025-11-22","High Value","Moderately Active"
"CUST011568","Ali","Iqbal","Male","Sukkur","South","Freelancer","Digital Wallet","Low","Closed","27","431978.19","2405.37","15999.19","2025-12-23","High Value","Moderately Active"
"CUST009998","Fatima","Ahmed","Male","Islamabad","North","Self-Employed","Digital Wallet","Middle","Dormant","37","431850.40","3064.50","11671.63","2025-12-16","High Value","Moderately Active"
"CUST011137","Usman","Hussain","Female","Sukkur","South","Salaried","Savings Account","Low","Active","15","431606.46","2011.18","28773.76","2025-10-03","High Value","Moderately Active"
"CUST009346","Noor","Malik","Female","Lahore","Central","Salaried","Savings Account","Middle","Active","32","431495.88","2762.71","13484.25","2025-12-27","High Value","Moderately Active"
"CUST005334","Maryam","Farooq","Male","Islamabad","North","Salaried","Digital Wallet","Low","Active","21","431343.64","3004.04","20540.17","2025-12-25","High Value","Moderately Active"
"CUST006691","Danish","Farooq","Female","Sialkot","Central","Student","Digital Wallet","Lower-Middle","Active","20","430862.97","2034.18","21543.15","2025-11-08","High Value","Moderately Active"
"CUST007251","Saad","Iqbal","Male","Sialkot","Central","Self-Employed","Current Account","Upper-Middle","Active","19","430583.37","2538.44","22662.28","2025-12-03","High Value","Moderately Active"
"CUST006259","Ayesha","Siddiqui","Male","Lahore","Central","Salaried","Digital Wallet","Lower-Middle","Active","24","430519.95","2554.95","17938.33","2025-10-13","High Value","Moderately Active"
"CUST000452","Ayesha","Farooq","Female","Karachi","South","Self-Employed","Digital Wallet","Upper-Middle","Active","34","430437.26","3386.07","12659.92","2025-11-21","High Value","Moderately Active"
"CUST005893","Danish","Ahmed","Male","Gujranwala","Central","Freelancer","Current Account","Lower-Middle","Active","34","430410.58","2826.54","12659.13","2025-12-31","High Value","Moderately Active"
"CUST000444","Bilal","Qureshi","Male","Peshawar","North","Salaried","Current Account","Upper-Middle","Active","29","429840.43","2644.28","14822.08","2025-11-19","High Value","Moderately Active"
"CUST007684","Danish","Sheikh","Female","Hyderabad","South","Freelancer","Digital Wallet","Lower-Middle","Active","35","429770.99","2785.80","12279.17","2025-12-24","High Value","Moderately Active"
"CUST007790","Hira","Hussain","Male","Abbottabad","North","Self-Employed","Digital Wallet","Middle","Active","24","429593.15","2483.36","17899.71","2025-12-28","High Value","Moderately Active"
"CUST000785","Danish","Butt","Female","Quetta","West","Student","Digital Wallet","Lower-Middle","Active","37","428744.31","2801.94","11587.68","2025-12-07","High Value","Moderately Active"
"CUST009363","Fatima","Khan","Male","Lahore","Central","Freelancer","Current Account","Low","Active","33","428568.24","3292.17","12986.92","2025-12-22","High Value","Moderately Active"
"CUST009995","Ayesha","Mirza","Female","Faisalabad","Central","Self-Employed","Digital Wallet","Middle","Active","28","428442.92","2932.76","15301.53","2025-12-17","High Value","Moderately Active"
"CUST000358","Talha","Malik","Male","Karachi","South","Salaried","Current Account","Middle","Active","20","427986.99","2203.03","21399.35","2025-12-03","High Value","Moderately Active"
"CUST011959","Zainab","Siddiqui","Male","Hyderabad","South","Self-Employed","Digital Wallet","Middle","Active","31","427749.42","2648.31","13798.37","2025-12-24","High Value","Moderately Active"
"CUST001109","Talha","Hussain","Female","Gwadar","West","Salaried","Savings Account","Middle","Active","33","427473.54","2624.87","12953.74","2025-12-29","High Value","Moderately Active"
"CUST008814","Hamza","Malik","Male","Quetta","West","Business Owner","Current Account","Middle","Active","41","427463.69","2721.60","10425.94","2025-11-22","High Value","Moderately Active"
"CUST008363","Ayesha","Sheikh","Female","Lahore","Central","Salaried","Digital Wallet","Upper-Middle","Active","22","427404.43","2781.20","19427.47","2025-12-04","High Value","Moderately Active"
"CUST007842","Bilal","Hussain","Male","Islamabad","North","Salaried","Savings Account","Lower-Middle","Active","29","427201.11","2663.52","14731.07","2025-12-31","High Value","Moderately Active"
"CUST005425","Sana","Butt","Male","Quetta","West","Freelancer","Savings Account","Lower-Middle","Dormant","27","426624.40","2330.61","15800.90","2025-12-03","High Value","Moderately Active"
"CUST002633","Danish","Shah","Male","Sukkur","South","Freelancer","Savings Account","Lower-Middle","Active","34","426358.31","2891.96","12539.95","2025-12-30","High Value","Moderately Active"
"CUST001569","Talha","Mirza","Female","Faisalabad","Central","Salaried","Savings Account","Middle","Active","27","426335.11","3075.27","15790.19","2025-12-05","High Value","Moderately Active"
"CUST005979","Iqra","Iqbal","Male","Islamabad","North","Business Owner","Digital Wallet","Upper-Middle","Active","26","426334.70","2958.86","16397.49","2025-09-09","High Value","Moderately Active"
"CUST001501","Danish","Farooq","Female","Karachi","South","Salaried","Current Account","Upper-Middle","Active","32","425886.91","2876.07","13308.97","2025-11-20","High Value","Moderately Active"
"CUST011279","Talha","Ahmed","Male","Lahore","Central","Retired","Digital Wallet","High","Active","31","425667.27","2878.25","13731.20","2025-12-30","High Value","Moderately Active"
"CUST009820","Sara","Hussain","Female","Sukkur","South","Student","Premium Account","Low","Active","21","425526.20","2345.93","20263.15","2025-11-06","High Value","Moderately Active"
"CUST001760","Maham","Iqbal","Female","Quetta","West","Business Owner","Current Account","High","Dormant","33","425172.49","3314.79","12884.01","2025-10-28","High Value","Moderately Active"
"CUST009161","Talha","Sheikh","Male","Gujranwala","Central","Self-Employed","Premium Account","Lower-Middle","Active","24","425130.15","2741.43","17713.76","2025-12-17","High Value","Moderately Active"
"CUST001444","Bilal","Qureshi","Female","Islamabad","North","Student","Savings Account","High","Active","17","425124.68","2136.41","25007.33","2025-12-25","High Value","Moderately Active"
"CUST002611","Ayesha","Malik","Male","Hyderabad","South","Freelancer","Current Account","Low","Active","26","425022.03","2278.50","16347.00","2025-12-31","High Value","Moderately Active"
"CUST005269","Bilal","Farooq","Female","Dera Ismail Khan","West","Self-Employed","Premium Account","Middle","Active","32","424668.92","2913.54","13270.90","2025-11-30","High Value","Moderately Active"
"CUST001334","Ayesha","Aslam","Male","Quetta","West","Salaried","Savings Account","Upper-Middle","Active","27","424592.89","2604.38","15725.66","2025-12-10","High Value","Moderately Active"
"CUST008690","Danish","Javed","Male","Hyderabad","South","Salaried","Digital Wallet","Lower-Middle","Active","32","424590.11","3206.04","13268.44","2025-12-30","High Value","Moderately Active"
"CUST010038","Fatima","Khan","Male","Sialkot","Central","Salaried","Savings Account","Lower-Middle","Active","41","424534.31","3689.72","10354.50","2025-12-18","High Value","Moderately Active"
"CUST002869","Ahmed","Raza","Female","Gwadar","West","Self-Employed","Savings Account","Lower-Middle","Active","15","424520.43","2014.93","28301.36","2025-06-12","High Value","Moderately Active"
"CUST005678","Talha","Raza","Female","Sialkot","Central","Retired","Savings Account","Lower-Middle","Active","33","423060.95","2712.94","12820.03","2025-12-16","High Value","Moderately Active"
"CUST002686","Talha","Butt","Male","Karachi","South","Salaried","Premium Account","Middle","Active","8","422987.64","2109.87","52873.46","2025-11-23","High Value","Low Activity"
"CUST009874","Danish","Hussain","Male","Abbottabad","North","Salaried","Current Account","Upper-Middle","Active","28","422631.81","2755.50","15093.99","2025-12-16","High Value","Moderately Active"
"CUST005627","Maryam","Khan","Male","Hyderabad","South","Business Owner","Digital Wallet","Lower-Middle","Active","24","422617.49","2374.75","17609.06","2025-12-04","High Value","Moderately Active"
"CUST008117","Ahmed","Hussain","Female","Sialkot","Central","Business Owner","Savings Account","Upper-Middle","Active","30","422549.41","3414.21","14084.98","2025-08-13","High Value","Moderately Active"
"CUST002293","Usman","Javed","Male","Gujranwala","Central","Freelancer","Savings Account","Lower-Middle","Dormant","35","422351.00","2900.43","12067.17","2025-12-05","High Value","Moderately Active"
"CUST002904","Talha","Farooq","Male","Gwadar","West","Business Owner","Premium Account","Lower-Middle","Active","20","422091.05","1997.47","21104.55","2025-12-03","High Value","Moderately Active"
"CUST003457","Bilal","Malik","Male","Dera Ismail Khan","West","Salaried","Savings Account","Low","Active","31","422071.87","2378.35","13615.22","2025-11-13","High Value","Moderately Active"
"CUST005354","Fatima","Raza","Male","Sialkot","Central","Freelancer","Savings Account","Middle","Active","31","421564.76","2908.20","13598.86","2025-12-24","High Value","Moderately Active"
"CUST005682","Bilal","Hussain","Male","Lahore","Central","Salaried","Current Account","Middle","Active","21","421548.99","2616.85","20073.76","2025-10-29","High Value","Moderately Active"
"CUST009032","Usman","Farooq","Male","Gwadar","West","Student","Digital Wallet","Low","Active","33","421500.47","3188.30","12772.74","2025-12-25","High Value","Moderately Active"
"CUST007298","Ahmed","Qureshi","Female","Peshawar","North","Salaried","Current Account","Middle","Closed","29","421263.02","2938.28","14526.31","2025-12-07","High Value","Moderately Active"
"CUST010386","Ayesha","Ahmed","Female","Rawalpindi","North","Business Owner","Digital Wallet","Upper-Middle","Active","6","420961.85","1827.80","70160.31","2025-10-04","High Value","Low Activity"
"CUST005446","Omar","Javed","Female","Peshawar","North","Salaried","Savings Account","Middle","Active","19","420954.48","2272.76","22155.50","2025-10-27","High Value","Moderately Active"
"CUST005419","Ahmed","Shah","Male","Peshawar","North","Student","Savings Account","Middle","Active","7","420756.51","1901.59","60108.07","2025-08-29","High Value","Low Activity"
"CUST009853","Saad","Aslam","Male","Sialkot","Central","Salaried","Savings Account","Lower-Middle","Active","24","420613.56","2385.08","17525.57","2025-09-28","High Value","Moderately Active"
"CUST010567","Danish","Butt","Female","Abbottabad","North","Student","Digital Wallet","Middle","Active","27","420409.50","2449.52","15570.72","2025-10-26","High Value","Moderately Active"
"CUST008714","Ali","Sheikh","Female","Sukkur","South","Salaried","Savings Account","Lower-Middle","Dormant","37","420349.56","3285.74","11360.80","2025-12-11","High Value","Moderately Active"
"CUST010942","Ayesha","Ahmed","Female","Dera Ismail Khan","West","Salaried","Digital Wallet","Middle","Dormant","15","420185.71","2230.92","28012.38","2025-12-11","High Value","Moderately Active"
"CUST011075","Hamza","Malik","Male","Dera Ismail Khan","West","Salaried","Digital Wallet","High","Active","25","420153.18","3076.59","16806.13","2025-12-13","High Value","Moderately Active"
"CUST001729","Zainab","Aslam","Female","Islamabad","North","Self-Employed","Savings Account","Middle","Active","19","420145.32","1911.03","22112.91","2025-12-18","High Value","Moderately Active"
"CUST009736","Bilal","Shah","Male","Sialkot","Central","Salaried","Savings Account","Lower-Middle","Active","33","420104.00","3103.65","12730.42","2025-11-15","High Value","Moderately Active"
"CUST009983","Hamza","Siddiqui","Female","Dera Ismail Khan","West","Student","Digital Wallet","Low","Active","16","419973.76","2230.61","26248.36","2025-12-29","High Value","Moderately Active"
"CUST004215","Maham","Qureshi","Female","Sialkot","Central","Salaried","Current Account","Low","Active","17","419735.01","2688.12","24690.29","2025-11-18","High Value","Moderately Active"
"CUST009662","Ali","Sheikh","Male","Karachi","South","Salaried","Current Account","Upper-Middle","Active","11","419626.18","2173.54","38147.83","2025-08-10","High Value","Moderately Active"
"CUST000861","Saad","Hussain","Female","Karachi","South","Salaried","Current Account","Middle","Active","26","419572.48","2484.07","16137.40","2025-11-16","High Value","Moderately Active"
"CUST010976","Ahmed","Farooq","Male","Rawalpindi","North","Self-Employed","Savings Account","Middle","Active","26","419551.70","2285.50","16136.60","2025-12-16","High Value","Moderately Active"
"CUST002695","Fatima","Hussain","Male","Karachi","South","Business Owner","Current Account","Middle","Active","24","419504.55","2650.82","17479.36","2025-11-12","High Value","Moderately Active"
"CUST002701","Maham","Qureshi","Female","Karachi","South","Salaried","Digital Wallet","Middle","Active","31","419326.00","2613.58","13526.65","2025-12-06","High Value","Moderately Active"
"CUST004788","Bilal","Malik","Female","Sukkur","South","Freelancer","Savings Account","Lower-Middle","Dormant","24","418875.14","2951.68","17453.13","2025-10-14","High Value","Moderately Active"
"CUST008978","Noor","Ahmed","Female","Gwadar","West","Salaried","Savings Account","Upper-Middle","Active","35","418721.33","2843.92","11963.47","2025-11-21","High Value","Moderately Active"
"CUST010894","Usman","Khan","Male","Gujranwala","Central","Salaried","Digital Wallet","Middle","Active","40","418641.85","2895.32","10466.05","2025-10-04","High Value","Moderately Active"
"CUST002281","Ahmed","Javed","Female","Gujranwala","Central","Business Owner","Savings Account","Low","Active","23","418008.74","2645.29","18174.29","2025-11-05","High Value","Moderately Active"
"CUST011031","Zainab","Javed","Male","Sialkot","Central","Self-Employed","Digital Wallet","Upper-Middle","Active","36","417214.77","3172.16","11589.30","2025-12-16","High Value","Moderately Active"
"CUST004728","Zainab","Malik","Female","Peshawar","North","Salaried","Current Account","Middle","Active","31","416889.13","2767.94","13448.04","2025-12-28","High Value","Moderately Active"
"CUST010794","Iqra","Butt","Female","Quetta","West","Retired","Savings Account","Lower-Middle","Active","28","416799.84","3044.13","14885.71","2025-12-17","High Value","Moderately Active"
"CUST001979","Omar","Hussain","Female","Sukkur","South","Salaried","Premium Account","Lower-Middle","Closed","27","416438.21","2745.74","15423.64","2025-12-28","High Value","Moderately Active"
"CUST010009","Saad","Farooq","Male","Abbottabad","North","Salaried","Digital Wallet","Lower-Middle","Active","24","415946.09","2451.83","17331.09","2025-09-24","High Value","Moderately Active"
"CUST003632","Hira","Butt","Female","Dera Ismail Khan","West","Freelancer","Savings Account","Lower-Middle","Active","14","415881.76","3130.24","29705.84","2025-09-06","High Value","Moderately Active"
"CUST008308","Sara","Javed","Female","Hyderabad","South","Salaried","Current Account","Middle","Active","16","415817.54","2113.01","25988.60","2025-12-08","High Value","Moderately Active"
"CUST009805","Omar","Khan","Female","Islamabad","North","Salaried","Current Account","High","Active","11","415759.61","1569.43","37796.33","2025-11-10","High Value","Moderately Active"
"CUST002102","Bilal","Farooq","Male","Islamabad","North","Salaried","Digital Wallet","Middle","Closed","26","415522.10","2659.46","15981.62","2025-12-12","High Value","Moderately Active"
"CUST005773","Sana","Sheikh","Female","Islamabad","North","Business Owner","Savings Account","Middle","Active","25","415326.80","2592.21","16613.07","2025-11-05","High Value","Moderately Active"
"CUST008636","Zainab","Raza","Female","Sialkot","Central","Student","Digital Wallet","Upper-Middle","Active","35","415156.24","3008.31","11861.61","2025-12-08","High Value","Moderately Active"
"CUST010449","Saad","Siddiqui","Male","Islamabad","North","Salaried","Current Account","High","Active","25","415057.67","2610.25","16602.31","2025-11-10","High Value","Moderately Active"
"CUST004832","Zainab","Aslam","Male","Peshawar","North","Business Owner","Savings Account","Middle","Dormant","33","414929.56","3855.91","12573.62","2025-12-22","High Value","Moderately Active"
"CUST007949","Zainab","Ahmed","Male","Rawalpindi","North","Freelancer","Savings Account","Low","Active","30","414893.75","2674.73","13829.79","2025-11-25","High Value","Moderately Active"
"CUST011062","Danish","Aslam","Female","Sialkot","Central","Freelancer","Savings Account","Middle","Active","23","414779.49","2768.23","18033.89","2025-12-31","High Value","Moderately Active"
"CUST011346","Hamza","Malik","Female","Gujranwala","Central","Student","Digital Wallet","Lower-Middle","Active","24","414461.15","4071.53","17269.21","2025-12-22","High Value","Moderately Active"
"CUST005185","Ahmed","Malik","Male","Peshawar","North","Salaried","Savings Account","Middle","Active","35","414410.80","2935.19","11840.31","2025-12-30","High Value","Moderately Active"
"CUST007106","Ayesha","Butt","Male","Peshawar","North","Retired","Digital Wallet","Lower-Middle","Active","16","414249.91","2169.70","25890.62","2025-12-07","High Value","Moderately Active"
"CUST006609","Danish","Sheikh","Male","Islamabad","North","Salaried","Current Account","Upper-Middle","Active","21","414120.11","2357.37","19720.01","2025-12-04","High Value","Moderately Active"
"CUST004887","Hassan","Malik","Female","Abbottabad","North","Business Owner","Savings Account","Low","Active","26","414095.52","2480.77","15926.75","2025-10-22","High Value","Moderately Active"
"CUST008047","Sana","Sheikh","Male","Karachi","South","Self-Employed","Premium Account","High","Active","18","414066.53","2230.45","23003.70","2025-11-16","High Value","Moderately Active"
"CUST000689","Omar","Ahmed","Male","Hyderabad","South","Student","Digital Wallet","Lower-Middle","Dormant","32","413919.19","2974.74","12934.97","2025-11-15","High Value","Moderately Active"
"CUST011589","Usman","Butt","Male","Abbottabad","North","Freelancer","Savings Account","Low","Active","32","413628.69","2735.90","12925.90","2025-12-11","High Value","Moderately Active"
"CUST007647","Hassan","Ahmed","Male","Islamabad","North","Salaried","Current Account","Middle","Active","20","413542.68","2064.97","20677.13","2025-12-30","High Value","Moderately Active"
"CUST002219","Sara","Qureshi","Male","Gwadar","West","Salaried","Savings Account","Low","Active","19","413486.12","2726.20","21762.43","2025-11-24","High Value","Moderately Active"
"CUST007598","Noor","Javed","Male","Karachi","South","Salaried","Savings Account","Lower-Middle","Active","32","413451.91","2749.41","12920.37","2025-11-22","High Value","Moderately Active"
"CUST002236","Maham","Ahmed","Female","Sukkur","South","Self-Employed","Savings Account","Middle","Active","33","413380.23","3055.50","12526.67","2025-12-02","High Value","Moderately Active"
"CUST003982","Sara","Sheikh","Male","Sialkot","Central","Freelancer","Current Account","Middle","Dormant","30","413235.09","2467.51","13774.50","2025-12-30","High Value","Moderately Active"
"CUST000224","Noor","Siddiqui","Male","Gwadar","West","Business Owner","Savings Account","Lower-Middle","Active","23","413188.27","2405.56","17964.71","2025-08-06","High Value","Moderately Active"
"CUST002619","Danish","Siddiqui","Male","Hyderabad","South","Salaried","Savings Account","Upper-Middle","Active","27","412998.12","2614.62","15296.23","2025-12-15","High Value","Moderately Active"
"CUST005209","Iqra","Iqbal","Female","Abbottabad","North","Freelancer","Digital Wallet","Upper-Middle","Dormant","16","412802.94","1950.23","25800.18","2025-11-09","High Value","Moderately Active"
"CUST000544","Maham","Butt","Female","Quetta","West","Freelancer","Digital Wallet","Upper-Middle","Active","27","412757.08","2436.24","15287.30","2025-12-24","High Value","Moderately Active"
"CUST010560","Ayesha","Mirza","Male","Karachi","South","Salaried","Current Account","Middle","Active","25","412722.64","2702.87","16508.91","2025-11-23","High Value","Moderately Active"
"CUST006843","Usman","Hussain","Female","Hyderabad","South","Self-Employed","Savings Account","Middle","Active","32","412560.87","2431.37","12892.53","2025-12-30","High Value","Moderately Active"
"CUST007704","Bilal","Hussain","Male","Gujranwala","Central","Student","Current Account","Upper-Middle","Dormant","20","412468.52","2332.26","20623.43","2025-12-26","High Value","Moderately Active"
"CUST000788","Omar","Raza","Male","Islamabad","North","Retired","Digital Wallet","Lower-Middle","Closed","26","411989.91","2924.47","15845.77","2025-12-08","High Value","Moderately Active"
"CUST004652","Fatima","Javed","Male","Hyderabad","South","Salaried","Digital Wallet","Lower-Middle","Active","22","411458.59","2846.64","18702.66","2025-12-23","High Value","Moderately Active"
"CUST002746","Ahmed","Javed","Male","Karachi","South","Salaried","Premium Account","Middle","Dormant","21","411166.99","2491.80","19579.38","2025-10-25","High Value","Moderately Active"
"CUST004462","Danish","Butt","Male","Faisalabad","Central","Student","Current Account","Low","Active","29","411108.44","3000.65","14176.15","2025-10-27","High Value","Moderately Active"
"CUST009798","Danish","Mirza","Female","Abbottabad","North","Salaried","Digital Wallet","Upper-Middle","Active","27","411094.10","2713.00","15225.71","2025-12-16","High Value","Moderately Active"
"CUST000700","Ali","Javed","Male","Islamabad","North","Self-Employed","Savings Account","Upper-Middle","Active","26","411043.96","2308.34","15809.38","2025-11-23","High Value","Moderately Active"
"CUST010961","Zainab","Butt","Female","Peshawar","North","Salaried","Savings Account","Upper-Middle","Active","29","410902.12","2619.05","14169.04","2025-12-28","High Value","Moderately Active"
