"customer_id","first_name","last_name","region","account_type","account_status","transaction_count","total_transaction_value","platform_revenue","average_transaction_value","last_transaction_date","activity_risk_status","customer_value_segment"
"CUST001913","Ali","Farooq","West","Current Account","Active","21","304631.06","2231.18","14506.24","2025-12-01","Monitor","High Value"
"CUST001013","Ali","Raza","Central","Savings Account","Dormant","26","304604.67","2141.73","11715.56","2025-10-22","Monitor","High Value"
"CUST002299","Saad","Ahmed","North","Savings Account","Active","16","304489.94","2550.25","19030.62","2025-12-29","Active","High Value"
"CUST001894","Maham","Sheikh","North","Savings Account","Active","14","304333.70","1867.64","21738.12","2025-12-19","Active","High Value"
"CUST003540","Omar","Malik","North","Savings Account","Active","19","304321.00","1347.61","16016.89","2025-11-28","Monitor","High Value"
"CUST008350","Bilal","Hussain","North","Digital Wallet","Active","14","304137.78","2073.89","21724.13","2025-09-12","At Risk","High Value"
"CUST008721","Maham","Iqbal","South","Digital Wallet","Closed","18","303943.48","1786.89","16885.75","2025-08-25","At Risk","High Value"
"CUST004975","Maham","Javed","Central","Digital Wallet","Active","9","303776.19","1395.66","33752.91","2025-10-13","Monitor","High Value"
"CUST010606","Maham","Shah","North","Current Account","Active","17","303631.91","1855.32","17860.70","2025-12-21","Active","High Value"
"CUST002035","Maham","Sheikh","North","Current Account","Active","21","303596.58","1876.52","14456.98","2025-12-16","Active","High Value"
"CUST011512","Hamza","Raza","West","Digital Wallet","Active","22","303393.68","2277.39","13790.62","2025-12-30","Active","High Value"
"CUST003870","Bilal","Raza","Central","Savings Account","Active","17","303386.71","2281.91","17846.28","2025-12-08","Active","High Value"
"CUST008868","Hira","Malik","Central","Current Account","Active","27","303272.19","2763.68","11232.30","2025-12-15","Active","High Value"
"CUST003265","Talha","Shah","Central","Digital Wallet","Active","14","302999.60","1537.83","21642.83","2025-12-01","Monitor","High Value"
"CUST004388","Saad","Hussain","North","Digital Wallet","Active","20","302874.77","2621.21","15143.74","2025-12-26","Active","High Value"
"CUST008368","Hamza","Mirza","South","Digital Wallet","Closed","11","302563.39","1514.40","27505.76","2025-12-04","Active","High Value"
"CUST007373","Sana","Iqbal","Central","Digital Wallet","Dormant","17","302535.23","1544.53","17796.19","2025-12-21","Active","High Value"
"CUST001016","Maham","Javed","North","Current Account","Dormant","21","302506.66","1905.30","14405.08","2025-12-03","Active","High Value"
"CUST005846","Zainab","Hussain","South","Savings Account","Active","7","302370.62","1433.26","43195.80","2025-11-11","Monitor","High Value"
"CUST002351","Danish","Raza","North","Digital Wallet","Active","24","302235.32","1857.88","12593.14","2025-11-03","Monitor","High Value"
"CUST007687","Usman","Malik","Central","Digital Wallet","Active","15","302100.65","2554.06","20140.04","2025-11-19","Monitor","High Value"
"CUST009508","Bilal","Sheikh","North","Savings Account","Active","17","302097.13","1776.43","17770.42","2025-12-21","Active","High Value"
"CUST007487","Hamza","Ahmed","North","Current Account","Active","14","301963.05","1754.91","21568.79","2025-11-03","Monitor","High Value"
"CUST006597","Hassan","Farooq","North","Current Account","Active","16","301941.73","2093.55","18871.36","2025-12-13","Active","High Value"
"CUST004792","Hamza","Iqbal","North","Current Account","Active","26","301899.71","2204.68","11611.53","2025-12-13","Active","High Value"
"CUST003333","Ayesha","Qureshi","North","Current Account","Active","24","301819.30","2066.67","12575.80","2025-11-17","Monitor","High Value"
"CUST008863","Ayesha","Malik","South","Savings Account","Active","18","301649.21","1981.38","16758.29","2025-11-27","Monitor","High Value"
"CUST000148","Usman","Javed","Central","Savings Account","Active","18","301522.34","1580.70","16751.24","2025-12-03","Active","High Value"
"CUST006583","Iqra","Sheikh","South","Digital Wallet","Active","17","301133.21","1935.94","17713.72","2025-11-26","Monitor","High Value"
"CUST009769","Omar","Mirza","South","Digital Wallet","Active","25","300775.42","2048.66","12031.02","2025-12-31","Active","High Value"
"CUST010488","Usman","Qureshi","North","Current Account","Active","18","300463.14","2073.51","16692.40","2025-12-20","Active","High Value"
"CUST011504","Ayesha","Khan","Central","Savings Account","Active","14","300359.24","2047.77","21454.23","2025-11-14","Monitor","High Value"
"CUST008352","Ali","Qureshi","South","Digital Wallet","Closed","31","300261.80","2051.92","9685.86","2025-11-29","Monitor","High Value"
"CUST007212","Bilal","Hussain","South","Digital Wallet","Active","22","300138.20","2222.00","13642.65","2025-12-30","Active","High Value"
"CUST000960","Ahmed","Raza","Central","Savings Account","Dormant","20","300117.19","1771.95","15005.86","2025-12-26","Active","High Value"
"CUST009925","Iqra","Javed","North","Current Account","Active","25","300089.22","1940.92","12003.57","2025-12-02","Monitor","High Value"
"CUST002389","Ahmed","Farooq","South","Premium Account","Active","19","299913.90","1800.86","15784.94","2025-12-06","Active","High Value"
"CUST001606","Maham","Butt","North","Current Account","Active","13","299836.51","1691.46","23064.35","2025-12-11","Active","High Value"
"CUST004399","Usman","Farooq","North","Premium Account","Active","20","299646.90","2543.88","14982.35","2025-12-29","Active","High Value"
"CUST001754","Noor","Sheikh","South","Savings Account","Active","22","299591.65","1714.59","13617.80","2025-12-24","Active","High Value"
"CUST010374","Sana","Qureshi","North","Digital Wallet","Active","12","299514.79","1438.89","24959.57","2025-09-08","At Risk","High Value"
"CUST011717","Iqra","Malik","North","Digital Wallet","Active","18","299465.07","1880.41","16636.95","2025-09-17","At Risk","High Value"
"CUST005275","Ayesha","Ahmed","Central","Premium Account","Active","30","298870.84","2099.06","9962.36","2025-12-12","Active","High Value"
"CUST005390","Zainab","Butt","West","Current Account","Active","11","298593.94","1731.64","27144.90","2025-12-25","Active","High Value"
"CUST007896","Zainab","Mirza","Central","Current Account","Active","21","298453.85","1824.90","14212.09","2025-11-01","Monitor","High Value"
"CUST007592","Ahmed","Iqbal","West","Premium Account","Active","20","298447.54","1726.07","14922.38","2025-11-09","Monitor","High Value"
"CUST000032","Sara","Farooq","West","Savings Account","Active","29","298377.62","2224.88","10288.88","2025-11-21","Monitor","High Value"
"CUST010712","Saad","Raza","Central","Savings Account","Active","16","298334.82","1779.54","18645.93","2025-11-27","Monitor","High Value"
"CUST002857","Hassan","Siddiqui","South","Current Account","Active","23","298304.19","1730.47","12969.75","2025-12-09","Active","High Value"
"CUST011705","Ahmed","Sheikh","North","Digital Wallet","Dormant","13","298057.82","1851.62","22927.52","2025-10-30","Monitor","High Value"
"CUST001102","Ayesha","Qureshi","Central","Digital Wallet","Active","30","297942.21","2522.54","9931.41","2025-12-15","Active","High Value"
"CUST004003","Ayesha","Qureshi","South","Savings Account","Active","24","297905.86","1997.82","12412.74","2025-12-04","Active","High Value"
"CUST001724","Ali","Aslam","Central","Savings Account","Active","24","297893.41","2038.87","12412.23","2025-12-08","Active","High Value"
"CUST002076","Sara","Sheikh","Central","Digital Wallet","Dormant","22","297874.57","2348.85","13539.75","2025-12-27","Active","High Value"
"CUST006764","Sara","Butt","South","Current Account","Active","24","297778.33","2659.87","12407.43","2025-12-28","Active","High Value"
"CUST003030","Bilal","Qureshi","Central","Digital Wallet","Active","27","297756.54","2409.56","11028.02","2025-07-28","At Risk","High Value"
"CUST009273","Omar","Aslam","West","Digital Wallet","Active","17","297664.91","1741.22","17509.70","2025-11-14","Monitor","High Value"
"CUST005549","Hira","Javed","South","Savings Account","Active","18","297463.41","1839.76","16525.75","2025-12-08","Active","High Value"
"CUST002251","Maryam","Aslam","Central","Digital Wallet","Active","24","297459.34","2394.19","12394.14","2025-12-24","Active","High Value"
"CUST011039","Sana","Shah","Central","Digital Wallet","Active","24","297418.52","1974.72","12392.44","2025-07-11","At Risk","High Value"
"CUST010542","Ali","Shah","Central","Digital Wallet","Active","22","297334.57","1579.86","13515.21","2025-11-18","Monitor","High Value"
"CUST005621","Ahmed","Butt","Central","Current Account","Dormant","20","297262.67","2697.38","14863.13","2025-12-30","Active","High Value"
"CUST002489","Maham","Siddiqui","North","Digital Wallet","Active","7","296989.50","1489.36","42427.07","2025-11-01","Monitor","High Value"
"CUST003080","Noor","Malik","North","Current Account","Dormant","26","296988.16","2558.49","11422.62","2025-12-08","Active","High Value"
"CUST003230","Maryam","Mirza","Central","Current Account","Active","23","296757.54","1690.53","12902.50","2025-11-14","Monitor","High Value"
"CUST005026","Maham","Hussain","Central","Digital Wallet","Active","16","296718.49","1918.75","18544.91","2025-12-04","Active","High Value"
"CUST009506","Ahmed","Sheikh","Central","Premium Account","Active","21","296657.67","1912.07","14126.56","2025-12-10","Active","High Value"
"CUST003829","Omar","Qureshi","West","Digital Wallet","Active","14","296343.25","1543.66","21167.38","2025-11-27","Monitor","High Value"
"CUST004011","Zainab","Qureshi","North","Digital Wallet","Closed","18","296221.03","1996.78","16456.72","2025-12-01","Monitor","High Value"
"CUST000545","Noor","Ahmed","North","Current Account","Active","18","296085.41","1717.63","16449.19","2025-12-10","Active","High Value"
"CUST003431","Omar","Shah","Central","Savings Account","Active","25","296009.38","2304.21","11840.38","2025-12-18","Active","High Value"
"CUST007666","Ahmed","Qureshi","Central","Savings Account","Active","16","295962.54","1504.87","18497.66","2025-12-16","Active","High Value"
"CUST009022","Usman","Qureshi","West","Digital Wallet","Active","17","295847.35","1737.29","17402.79","2025-12-21","Active","High Value"
"CUST001930","Danish","Mirza","Central","Digital Wallet","Active","11","295588.42","1550.10","26871.67","2025-11-20","Monitor","High Value"
"CUST007870","Ayesha","Butt","South","Current Account","Active","18","295530.12","1904.23","16418.34","2025-10-17","Monitor","High Value"
"CUST008822","Zainab","Siddiqui","Central","Digital Wallet","Active","13","295419.70","2253.87","22724.59","2025-12-20","Active","High Value"
"CUST011296","Ahmed","Hussain","South","Digital Wallet","Active","28","295323.59","2116.05","10547.27","2025-11-14","Monitor","High Value"
"CUST009456","Usman","Javed","North","Premium Account","Active","10","295273.38","3233.95","29527.34","2025-10-01","At Risk","High Value"
"CUST010345","Ayesha","Javed","Central","Premium Account","Active","14","295257.55","1548.75","21089.83","2025-11-12","Monitor","High Value"
"CUST009661","Ali","Raza","Central","Digital Wallet","Active","19","295201.67","2207.03","15536.93","2025-10-16","Monitor","High Value"
"CUST011560","Maryam","Sheikh","Central","Digital Wallet","Active","26","295051.82","2067.00","11348.15","2025-12-16","Active","High Value"
"CUST006704","Usman","Shah","North","Current Account","Active","16","295048.17","1835.21","18440.51","2025-09-18","At Risk","High Value"
"CUST009608","Maham","Farooq","Central","Savings Account","Active","24","294986.38","1851.57","12291.10","2025-10-17","Monitor","High Value"
"CUST007738","Sara","Siddiqui","Central","Current Account","Active","15","294932.93","1473.77","19662.20","2025-11-20","Monitor","High Value"
"CUST006214","Fatima","Butt","Central","Digital Wallet","Active","11","294848.34","1428.96","26804.39","2025-12-24","Active","High Value"
"CUST005038","Hamza","Butt","North","Digital Wallet","Active","12","294767.03","1484.15","24563.92","2025-11-02","Monitor","High Value"
"CUST008450","Saad","Malik","South","Digital Wallet","Dormant","21","294719.54","1973.15","14034.26","2025-09-26","At Risk","High Value"
"CUST009234","Saad","Aslam","West","Digital Wallet","Active","19","294698.79","2222.42","15510.46","2025-11-18","Monitor","High Value"
"CUST008248","Talha","Farooq","North","Digital Wallet","Active","14","294633.91","2533.45","21045.28","2025-12-11","Active","High Value"
"CUST009890","Ali","Butt","West","Savings Account","Closed","28","294582.17","2165.45","10520.79","2025-12-20","Active","High Value"
"CUST007633","Ali","Siddiqui","South","Savings Account","Dormant","25","294544.67","2002.15","11781.79","2025-12-31","Active","High Value"
"CUST006803","Saad","Shah","Central","Digital Wallet","Active","20","294468.71","2343.31","14723.44","2025-12-13","Active","High Value"
"CUST006720","Ayesha","Farooq","Central","Savings Account","Active","10","294410.36","1707.29","29441.04","2025-10-02","At Risk","High Value"
"CUST009071","Saad","Ahmed","North","Savings Account","Closed","10","294409.67","1322.50","29440.97","2025-06-16","High Risk","High Value"
"CUST002393","Omar","Qureshi","Central","Savings Account","Active","16","294390.30","1976.71","18399.39","2025-12-30","Active","High Value"
"CUST010646","Danish","Siddiqui","Central","Savings Account","Active","6","294383.11","1464.39","49063.85","2025-04-04","High Risk","High Value"
"CUST001755","Zainab","Ahmed","Central","Savings Account","Active","14","294279.03","1492.95","21019.93","2025-10-19","Monitor","High Value"
"CUST009776","Usman","Javed","North","Digital Wallet","Dormant","14","294234.78","1519.54","21016.77","2025-10-23","Monitor","High Value"
"CUST000670","Ahmed","Aslam","Central","Savings Account","Active","13","294207.89","1824.06","22631.38","2025-10-25","Monitor","High Value"
"CUST006783","Maryam","Sheikh","Central","Current Account","Dormant","5","293841.70","1425.73","58768.34","2025-08-03","At Risk","High Value"
"CUST004844","Ahmed","Javed","Central","Digital Wallet","Active","18","293560.29","2043.99","16308.91","2025-12-09","Active","High Value"
"CUST011615","Hira","Hussain","South","Current Account","Active","16","293507.91","1743.79","18344.24","2025-12-18","Active","High Value"
"CUST010179","Sara","Siddiqui","North","Current Account","Active","11","293499.08","1913.76","26681.73","2025-11-03","Monitor","High Value"
"CUST000156","Omar","Shah","South","Current Account","Closed","24","293452.48","2128.24","12227.19","2025-11-07","Monitor","High Value"
"CUST005100","Noor","Sheikh","South","Current Account","Active","16","293429.19","1904.75","18339.32","2025-12-03","Active","High Value"
"CUST003028","Hira","Raza","South","Savings Account","Active","26","293380.98","1936.94","11283.88","2025-11-21","Monitor","High Value"
"CUST000042","Iqra","Qureshi","South","Savings Account","Active","23","293374.58","2201.08","12755.42","2025-12-22","Active","High Value"
"CUST004464","Sara","Shah","West","Current Account","Active","21","293347.00","2036.40","13968.90","2025-12-10","Active","High Value"
"CUST004491","Fatima","Shah","Central","Current Account","Active","19","293259.18","1888.07","15434.69","2025-12-31","Active","High Value"
"CUST004062","Usman","Javed","South","Current Account","Active","19","293047.23","1731.22","15423.54","2025-12-10","Active","High Value"
"CUST007752","Hamza","Raza","North","Savings Account","Active","19","292987.28","1443.57","15420.38","2025-10-26","Monitor","High Value"
"CUST011530","Hira","Mirza","Central","Savings Account","Active","24","292987.17","2076.72","12207.80","2025-12-25","Active","High Value"
"CUST000112","Saad","Qureshi","North","Digital Wallet","Active","12","292713.12","1735.06","24392.76","2025-12-14","Active","High Value"
"CUST007015","Iqra","Hussain","North","Digital Wallet","Active","23","292642.70","2575.85","12723.60","2025-12-03","Active","High Value"
"CUST001412","Omar","Mirza","West","Savings Account","Active","22","292539.03","1939.26","13297.23","2025-12-12","Active","High Value"
"CUST011131","Sara","Khan","North","Savings Account","Closed","19","292386.74","2472.66","15388.78","2025-11-22","Monitor","High Value"
"CUST010452","Maham","Shah","South","Savings Account","Active","21","292349.05","1771.54","13921.38","2025-10-12","Monitor","High Value"
"CUST005053","Fatima","Qureshi","Central","Current Account","Active","33","292302.29","2017.76","8857.65","2025-12-28","Active","High Value"
"CUST000221","Hira","Sheikh","North","Savings Account","Active","24","292255.28","2104.96","12177.30","2025-10-21","Monitor","High Value"
"CUST005503","Omar","Siddiqui","North","Premium Account","Active","18","292209.05","2447.20","16233.84","2025-10-23","Monitor","High Value"
"CUST009698","Hira","Butt","Central","Current Account","Active","22","291979.94","2323.63","13271.82","2025-12-30","Active","High Value"
"CUST000620","Hamza","Ahmed","North","Savings Account","Active","10","291976.26","1404.57","29197.63","2025-09-12","At Risk","High Value"
"CUST007564","Sana","Butt","Central","Savings Account","Active","20","291967.76","2101.38","14598.39","2025-12-08","Active","High Value"
"CUST006713","Fatima","Hussain","North","Current Account","Active","21","291955.65","1869.12","13902.65","2025-12-09","Active","High Value"
"CUST001152","Maryam","Aslam","South","Digital Wallet","Active","16","291898.17","1881.23","18243.64","2025-12-09","Active","High Value"
"CUST009560","Ali","Javed","South","Digital Wallet","Active","21","291873.75","2073.18","13898.75","2025-10-15","Monitor","High Value"
"CUST002804","Maham","Aslam","Central","Digital Wallet","Active","15","291863.55","1420.76","19457.57","2025-12-23","Active","High Value"
"CUST004900","Omar","Javed","South","Digital Wallet","Active","24","291818.68","2702.09","12159.11","2025-12-31","Active","High Value"
"CUST008806","Sana","Siddiqui","Central","Current Account","Dormant","21","291636.08","2094.79","13887.43","2025-11-09","Monitor","High Value"
"CUST007313","Maryam","Shah","Central","Savings Account","Active","27","291613.41","1928.11","10800.50","2025-12-22","Active","High Value"
"CUST011118","Zainab","Aslam","Central","Premium Account","Active","3","291495.20","1302.00","97165.07","2025-10-25","Monitor","High Value"
"CUST005553","Iqra","Qureshi","Central","Savings Account","Active","23","291489.05","1643.84","12673.44","2025-12-22","Active","High Value"
"CUST008145","Hamza","Mirza","Central","Savings Account","Active","7","291137.53","1448.35","41591.08","2025-05-05","High Risk","High Value"
"CUST009421","Noor","Sheikh","North","Savings Account","Active","26","291070.38","1773.94","11195.01","2025-11-23","Monitor","High Value"
"CUST000882","Fatima","Iqbal","Central","Digital Wallet","Active","23","290941.36","1861.91","12649.62","2025-11-23","Monitor","High Value"
"CUST009163","Maham","Khan","South","Savings Account","Active","22","290663.75","1785.20","13211.99","2025-10-21","Monitor","High Value"
"CUST007265","Omar","Qureshi","Central","Current Account","Active","20","290587.38","1828.02","14529.37","2025-11-05","Monitor","High Value"
"CUST008073","Danish","Javed","North","Current Account","Active","17","290566.63","1731.97","17092.15","2025-09-03","At Risk","High Value"
"CUST001402","Ayesha","Butt","North","Current Account","Active","10","290405.65","1715.55","29040.57","2025-11-25","Monitor","High Value"
"CUST003546","Maryam","Ahmed","Central","Savings Account","Active","21","290379.33","1982.02","13827.59","2025-12-16","Active","High Value"
"CUST008328","Saad","Siddiqui","Central","Premium Account","Active","22","290310.45","2160.24","13195.93","2025-12-22","Active","High Value"
"CUST009072","Noor","Sheikh","Central","Digital Wallet","Active","28","290170.79","2296.30","10363.24","2025-11-28","Monitor","High Value"
"CUST008211","Usman","Hussain","Central","Digital Wallet","Active","23","290015.54","2179.65","12609.37","2025-11-10","Monitor","High Value"
"CUST010190","Danish","Ahmed","North","Digital Wallet","Dormant","19","289926.26","2177.38","15259.28","2025-07-28","At Risk","High Value"
"CUST009447","Usman","Shah","Central","Savings Account","Active","13","289911.17","1769.59","22300.86","2025-10-23","Monitor","High Value"
"CUST009303","Sana","Malik","North","Digital Wallet","Active","18","289344.76","1686.11","16074.71","2025-11-13","Monitor","High Value"
"CUST001331","Hamza","Malik","South","Digital Wallet","Active","20","289341.87","1875.50","14467.09","2025-12-19","Active","High Value"
"CUST003089","Ayesha","Malik","Central","Savings Account","Active","16","289287.64","2129.21","18080.48","2025-12-26","Active","High Value"
"CUST001767","Maham","Raza","West","Current Account","Active","25","289136.38","2169.62","11565.46","2025-10-05","Monitor","High Value"
"CUST007222","Zainab","Hussain","North","Digital Wallet","Active","22","289067.13","2351.69","13139.42","2025-11-18","Monitor","High Value"
"CUST008537","Usman","Qureshi","North","Savings Account","Active","23","289019.73","1849.62","12566.08","2025-11-26","Monitor","High Value"
"CUST000771","Ayesha","Butt","North","Current Account","Dormant","13","288762.04","1581.94","22212.46","2025-12-01","Monitor","High Value"
"CUST007129","Hira","Siddiqui","South","Digital Wallet","Active","20","288749.74","1721.88","14437.49","2025-11-13","Monitor","High Value"
"CUST002654","Iqra","Khan","South","Digital Wallet","Active","11","288736.53","1731.45","26248.78","2025-09-15","At Risk","High Value"
"CUST010767","Bilal","Farooq","North","Current Account","Active","20","288442.83","1842.55","14422.14","2025-11-11","Monitor","High Value"
"CUST000326","Hassan","Javed","Central","Digital Wallet","Active","16","288392.04","1783.14","18024.50","2025-09-20","At Risk","High Value"
"CUST006765","Ali","Siddiqui","North","Savings Account","Active","21","288294.29","1907.92","13728.30","2025-11-24","Monitor","High Value"
"CUST007236","Maham","Khan","South","Savings Account","Active","18","288198.01","1794.81","16011.00","2025-12-20","Active","High Value"
"CUST008910","Hamza","Sheikh","North","Current Account","Active","27","288096.80","2169.38","10670.25","2025-11-27","Monitor","High Value"
"CUST009230","Iqra","Hussain","Central","Premium Account","Active","19","287960.15","1496.07","15155.80","2025-12-20","Active","High Value"
"CUST011519","Ahmed","Siddiqui","North","Current Account","Closed","20","287928.87","1666.94","14396.44","2025-12-19","Active","High Value"
"CUST011172","Talha","Qureshi","South","Digital Wallet","Active","19","287914.26","2002.77","15153.38","2025-12-08","Active","High Value"
"CUST007332","Sana","Malik","South","Current Account","Active","21","287694.13","2052.44","13699.72","2025-12-13","Active","High Value"
"CUST001006","Hira","Qureshi","Central","Savings Account","Active","22","287693.08","2445.69","13076.96","2025-12-17","Active","High Value"
"CUST008143","Bilal","Shah","North","Savings Account","Active","25","287677.67","1833.13","11507.11","2025-12-01","Monitor","High Value"
"CUST011298","Maryam","Khan","South","Premium Account","Active","18","287571.34","1662.52","15976.19","2025-10-28","Monitor","High Value"
"CUST011661","Ali","Ahmed","South","Savings Account","Active","14","287446.62","1816.52","20531.90","2025-12-23","Active","High Value"
"CUST010257","Hassan","Aslam","South","Digital Wallet","Active","15","287404.00","1601.36","19160.27","2025-09-25","At Risk","High Value"
"CUST011860","Saad","Farooq","Central","Digital Wallet","Active","26","287296.31","1912.42","11049.86","2025-12-27","Active","High Value"
"CUST003885","Sara","Iqbal","West","Savings Account","Active","15","287162.82","1976.34","19144.19","2025-11-04","Monitor","High Value"
"CUST006335","Maryam","Farooq","South","Savings Account","Dormant","23","287123.57","1686.39","12483.63","2025-12-09","Active","High Value"
"CUST008318","Bilal","Sheikh","South","Digital Wallet","Active","21","287045.82","1942.16","13668.85","2025-12-28","Active","High Value"
"CUST005276","Maham","Shah","South","Savings Account","Active","23","287044.48","1561.01","12480.19","2025-11-15","Monitor","High Value"
"CUST009228","Noor","Hussain","South","Digital Wallet","Closed","17","287022.73","1699.73","16883.69","2025-11-13","Monitor","High Value"
"CUST005420","Ayesha","Sheikh","Central","Current Account","Active","7","286960.69","1446.66","40994.38","2025-09-24","At Risk","High Value"
"CUST004049","Sana","Javed","Central","Current Account","Active","17","286896.29","1515.77","16876.25","2025-12-11","Active","High Value"
"CUST002718","Ayesha","Raza","West","Digital Wallet","Active","12","286869.47","1725.48","23905.79","2025-07-10","At Risk","High Value"
"CUST008461","Fatima","Iqbal","West","Current Account","Active","18","286868.46","1403.55","15937.14","2025-10-05","Monitor","High Value"
"CUST008995","Sara","Qureshi","Central","Current Account","Active","22","286620.85","1954.22","13028.22","2025-12-24","Active","High Value"
"CUST007547","Hassan","Raza","Central","Digital Wallet","Closed","21","286570.43","1679.25","13646.21","2025-10-28","Monitor","High Value"
"CUST002700","Usman","Ahmed","South","Current Account","Active","23","286392.76","2201.71","12451.86","2025-10-15","Monitor","High Value"
"CUST011861","Bilal","Farooq","West","Savings Account","Active","13","286299.75","1728.19","22023.06","2025-10-08","Monitor","High Value"
"CUST003692","Hassan","Iqbal","Central","Savings Account","Active","26","286280.99","1583.52","11010.81","2025-12-30","Active","High Value"
"CUST004357","Ahmed","Malik","West","Premium Account","Active","20","286199.85","1977.73","14309.99","2025-11-09","Monitor","High Value"
"CUST004393","Hamza","Shah","Central","Current Account","Active","15","286131.73","1408.71","19075.45","2025-12-21","Active","High Value"
"CUST005346","Hira","Farooq","North","Digital Wallet","Active","14","285717.70","1376.19","20408.41","2025-12-25","Active","High Value"
"CUST008959","Maryam","Javed","North","Current Account","Active","27","285533.86","1903.69","10575.33","2025-12-14","Active","High Value"
"CUST011600","Hamza","Mirza","North","Savings Account","Active","21","285512.23","2119.04","13595.82","2025-12-21","Active","High Value"
"CUST001419","Ali","Farooq","South","Current Account","Active","22","285355.80","1511.75","12970.72","2025-12-21","Active","High Value"
"CUST007135","Hassan","Javed","North","Digital Wallet","Active","15","285280.21","2289.64","19018.68","2025-12-15","Active","High Value"
"CUST001711","Ali","Javed","South","Digital Wallet","Active","16","285226.54","2288.95","17826.66","2025-09-18","At Risk","High Value"
"CUST010020","Zainab","Siddiqui","South","Current Account","Active","13","285135.07","1759.58","21933.47","2025-12-28","Active","High Value"
"CUST001061","Hira","Iqbal","West","Savings Account","Active","5","285120.17","1131.39","57024.03","2025-12-28","Active","High Value"
"CUST006010","Hamza","Khan","South","Digital Wallet","Active","13","285079.74","2103.33","21929.21","2025-11-09","Monitor","High Value"
"CUST001619","Maham","Ahmed","West","Premium Account","Active","25","285034.70","2287.57","11401.39","2025-12-10","Active","High Value"
"CUST004060","Maham","Sheikh","South","Digital Wallet","Dormant","16","284853.06","1905.57","17803.32","2025-11-30","Monitor","High Value"
"CUST003635","Iqra","Siddiqui","Central","Digital Wallet","Active","21","284759.53","2219.80","13559.98","2025-12-25","Active","High Value"
"CUST009522","Noor","Hussain","Central","Digital Wallet","Active","19","284732.59","1726.73","14985.93","2025-11-05","Monitor","High Value"
"CUST001614","Ali","Aslam","Central","Current Account","Active","29","284718.48","2305.72","9817.88","2025-11-01","Monitor","High Value"
"CUST010682","Usman","Hussain","South","Savings Account","Active","18","284536.65","2125.43","15807.59","2025-12-18","Active","High Value"
"CUST007075","Omar","Javed","South","Digital Wallet","Active","19","284508.85","1895.60","14974.15","2025-11-17","Monitor","High Value"
"CUST006947","Maham","Malik","South","Digital Wallet","Active","19","284282.10","2051.13","14962.22","2025-11-26","Monitor","High Value"
"CUST005838","Hassan","Mirza","Central","Current Account","Active","24","284239.63","1849.93","11843.32","2025-12-27","Active","High Value"
"CUST001652","Ahmed","Farooq","North","Current Account","Active","21","284225.75","1960.13","13534.56","2025-12-09","Active","High Value"
"CUST006647","Iqra","Shah","North","Digital Wallet","Dormant","15","284180.67","2904.95","18945.38","2025-12-29","Active","High Value"
"CUST002111","Hassan","Iqbal","Central","Digital Wallet","Active","17","284000.12","1563.12","16705.89","2025-12-09","Active","High Value"
"CUST006645","Sana","Hussain","Central","Premium Account","Active","12","283996.89","1466.66","23666.41","2025-09-30","At Risk","High Value"
"CUST000199","Hira","Sheikh","North","Current Account","Active","14","283953.57","1577.54","20282.40","2025-12-21","Active","High Value"
"CUST006796","Usman","Qureshi","Central","Current Account","Active","27","283939.78","2438.62","10516.29","2025-11-15","Monitor","High Value"
"CUST006123","Talha","Farooq","South","Current Account","Active","15","283923.38","2007.61","18928.23","2025-08-21","At Risk","High Value"
"CUST007268","Usman","Aslam","Central","Digital Wallet","Active","15","283484.84","1871.59","18898.99","2025-10-01","At Risk","High Value"
"CUST002662","Talha","Sheikh","Central","Savings Account","Active","20","283251.49","2327.46","14162.57","2025-10-14","Monitor","High Value"
"CUST010758","Omar","Raza","Central","Savings Account","Active","17","283178.53","1817.62","16657.56","2025-08-07","At Risk","High Value"
"CUST002427","Ayesha","Sheikh","North","Digital Wallet","Active","27","283062.99","2274.93","10483.81","2025-10-31","Monitor","High Value"
"CUST006096","Hamza","Farooq","Central","Savings Account","Active","10","282776.12","1278.23","28277.61","2025-12-22","Active","High Value"
"CUST006272","Hassan","Farooq","North","Digital Wallet","Active","17","282682.94","1635.09","16628.41","2025-09-16","At Risk","High Value"
"CUST001683","Hira","Iqbal","South","Savings Account","Active","12","282678.75","1537.95","23556.56","2025-12-28","Active","High Value"
"CUST006310","Maryam","Sheikh","South","Current Account","Closed","19","282643.76","1572.00","14875.99","2025-11-17","Monitor","High Value"
"CUST009258","Maham","Shah","West","Savings Account","Active","18","282571.73","1755.71","15698.43","2025-10-12","Monitor","High Value"
"CUST004198","Usman","Raza","South","Savings Account","Active","12","282451.68","1555.01","23537.64","2025-12-17","Active","High Value"
"CUST006588","Usman","Butt","West","Current Account","Active","14","282444.09","1785.95","20174.58","2025-11-30","Monitor","High Value"
"CUST006227","Hassan","Ahmed","Central","Savings Account","Active","20","282383.31","1763.90","14119.17","2025-12-25","Active","High Value"
"CUST005385","Sara","Malik","North","Savings Account","Active","14","282328.65","1644.84","20166.33","2025-12-04","Active","High Value"
"CUST004701","Hassan","Farooq","West","Digital Wallet","Active","12","282234.69","1684.18","23519.56","2025-05-28","High Risk","High Value"
"CUST011555","Talha","Butt","South","Premium Account","Closed","16","282218.09","2136.19","17638.63","2025-11-25","Monitor","High Value"
