customer_id,first_name,last_name,gender,date_of_birth,city,region,occupation,account_type,signup_date,income_band,account_status
CUST002404,Ahmed,Shah,Female,1999-02-14,Karachi,South,Freelancer,Current Account,2023-12-29,Upper-Middle,Dormant
CUST002405,Ali,Javed,Female,1998-03-09,Hyderabad,South,Student,Current Account,2024-02-05,Low,Dormant
CUST002406,Ali,Siddiqui,Male,1994-11-12,Peshawar,North,Business Owner,Premium Account,2023-02-17,Upper-Middle,Dormant
CUST002407,Fatima,Mirza,Male,1988-02-22,Sialkot,Central,Self-Employed,Current Account,2023-02-15,Upper-Middle,Active
CUST002408,Maryam,Mirza,Female,1990-10-10,Rawalpindi,North,Salaried,Digital Wallet,2024-05-11,Lower-Middle,Active
CUST002409,Talha,Shah,Male,1969-08-23,Faisalabad,Central,Business Owner,Savings Account,2024-10-26,Low,Active
CUST002410,Zainab,Mirza,Male,1994-05-07,Gwadar,West,Salaried,Savings Account,2023-06-17,Upper-Middle,Active
CUST002411,Maryam,Butt,Female,1992-01-09,Hyderabad,South,Business Owner,Current Account,2022-07-20,Upper-Middle,Active
CUST002412,Danish,Hussain,Male,1970-01-04,Gwadar,West,Salaried,Savings Account,2024-12-13,Middle,Active
CUST002413,Usman,Khan,Male,1990-11-24,Faisalabad,Central,Salaried,Digital Wallet,2022-08-26,Upper-Middle,Active
CUST002414,Sara,Mirza,Male,1980-02-24,Gujranwala,Central,Business Owner,Digital Wallet,2022-01-05,Upper-Middle,Closed
CUST002415,Sara,Javed,Male,1985-09-06,Sialkot,Central,Freelancer,Savings Account,2023-03-18,Lower-Middle,Active
CUST002416,Hamza,Butt,Male,1998-02-15,Abbottabad,North,Student,Current Account,2025-01-25,Low,Active
CUST002417,Fatima,Hussain,Male,1978-05-22,Islamabad,North,Student,Premium Account,2024-11-01,Upper-Middle,Active
CUST002418,Ali,Raza,Male,2002-02-17,Sialkot,Central,Student,Premium Account,2023-02-24,Lower-Middle,Dormant
CUST002419,Fatima,Iqbal,Female,1982-08-18,Peshawar,North,Self-Employed,Current Account,2023-12-13,Middle,Active
CUST002420,Hira,Iqbal,Male,1986-02-08,Dera Ismail Khan,West,Student,Savings Account,2025-08-06,Upper-Middle,Active
CUST002421,Omar,Butt,Female,1966-08-01,Islamabad,North,Self-Employed,Savings Account,2024-09-11,Lower-Middle,Active
CUST002422,Fatima,Raza,Male,1970-12-26,Peshawar,North,Freelancer,Digital Wallet,2024-11-05,Middle,Active
CUST002423,Zainab,Javed,Male,1976-09-25,Sukkur,South,Student,Current Account,2022-04-30,Low,Active
CUST002424,Danish,Ahmed,Male,2005-08-26,Rawalpindi,North,Salaried,Premium Account,2022-11-26,Low,Active
CUST002425,Omar,Khan,Female,1975-11-02,Dera Ismail Khan,West,Self-Employed,Current Account,2022-05-23,Middle,Active
CUST002426,Maryam,Malik,Male,1981-10-19,Hyderabad,South,Business Owner,Digital Wallet,2025-09-01,High,Dormant
CUST002427,Ayesha,Sheikh,Male,2000-09-07,Peshawar,North,Self-Employed,Digital Wallet,2023-04-14,Low,Active
CUST002428,Danish,Khan,Female,1978-07-09,Hyderabad,South,Salaried,Current Account,2023-11-15,Upper-Middle,Active
CUST002429,Maham,Siddiqui,Male,1998-05-12,Lahore,Central,Business Owner,Current Account,2024-01-26,Low,Active
CUST002430,Noor,Malik,Female,1969-08-07,Sukkur,South,Business Owner,Current Account,2023-12-17,Upper-Middle,Active
CUST002431,Bilal,Mirza,Male,1970-02-17,Karachi,South,Salaried,Savings Account,2022-03-13,Upper-Middle,Closed
CUST002432,Sara,Aslam,Female,1965-11-17,Karachi,South,Self-Employed,Premium Account,2025-05-30,Low,Active
CUST002433,Bilal,Aslam,Female,1970-11-26,Faisalabad,Central,Student,Current Account,2023-06-05,Lower-Middle,Active
CUST002434,Maham,Qureshi,Male,1989-04-23,Faisalabad,Central,Salaried,Savings Account,2025-06-11,Lower-Middle,Active
CUST002435,Usman,Butt,Male,1968-10-19,Hyderabad,South,Freelancer,Savings Account,2024-11-13,High,Active
CUST002436,Maham,Iqbal,Female,1990-09-27,Gwadar,West,Business Owner,Savings Account,2024-08-12,Lower-Middle,Active
CUST002437,Usman,Ahmed,Male,1989-11-12,Gujranwala,Central,Self-Employed,Current Account,2024-08-20,Middle,Active
CUST002438,Hira,Shah,Male,1974-11-02,Hyderabad,South,Retired,Current Account,2025-09-01,Middle,Active
CUST002439,Fatima,Shah,Male,1966-09-24,Sialkot,Central,Business Owner,Digital Wallet,2023-02-20,Middle,Active
CUST002440,Sana,Qureshi,Male,1971-12-10,Hyderabad,South,Freelancer,Savings Account,2023-03-27,Middle,Active
CUST002441,Hassan,Khan,Male,1970-04-13,Gwadar,West,Retired,Digital Wallet,2024-07-07,Lower-Middle,Active
CUST002442,Hamza,Farooq,Male,1986-06-11,Peshawar,North,Self-Employed,Current Account,2022-11-15,Upper-Middle,Active
CUST002443,Maryam,Ahmed,Female,2003-02-25,Abbottabad,North,Self-Employed,Current Account,2025-01-05,Lower-Middle,Dormant
CUST002444,Danish,Iqbal,Male,1982-11-10,Sialkot,Central,Freelancer,Savings Account,2022-02-10,Upper-Middle,Active
CUST002445,Sana,Raza,Female,1990-04-19,Gujranwala,Central,Salaried,Savings Account,2025-05-13,Middle,Active
CUST002446,Maham,Aslam,Female,1977-07-19,Sialkot,Central,Self-Employed,Current Account,2023-04-20,High,Active
CUST002447,Bilal,Siddiqui,Male,1968-02-16,Islamabad,North,Business Owner,Digital Wallet,2022-01-07,Upper-Middle,Active
CUST002448,Ayesha,Farooq,Female,1973-04-15,Lahore,Central,Freelancer,Digital Wallet,2024-04-05,Upper-Middle,Active
CUST002449,Iqra,Hussain,Male,1984-09-02,Faisalabad,Central,Student,Digital Wallet,2023-01-13,Lower-Middle,Active
CUST002450,Hamza,Mirza,Male,2000-04-25,Sialkot,Central,Salaried,Digital Wallet,2023-02-23,Lower-Middle,Active
CUST002451,Talha,Malik,Male,1975-07-10,Lahore,Central,Business Owner,Digital Wallet,2023-10-22,Upper-Middle,Active
CUST002452,Bilal,Qureshi,Male,2005-06-07,Hyderabad,South,Business Owner,Premium Account,2024-03-04,Low,Dormant
CUST002453,Fatima,Qureshi,Male,1991-08-06,Faisalabad,Central,Salaried,Digital Wallet,2022-07-06,Low,Active
CUST002454,Maham,Raza,Male,1979-04-11,Hyderabad,South,Salaried,Savings Account,2022-03-08,Upper-Middle,Active
CUST002455,Bilal,Khan,Male,1990-06-17,Faisalabad,Central,Self-Employed,Savings Account,2023-09-24,Upper-Middle,Dormant
CUST002456,Usman,Khan,Female,1993-01-15,Sialkot,Central,Business Owner,Digital Wallet,2023-04-30,Upper-Middle,Active
CUST002457,Saad,Iqbal,Female,1993-07-23,Lahore,Central,Student,Digital Wallet,2024-03-07,Upper-Middle,Active
CUST002458,Ali,Mirza,Female,2000-02-23,Islamabad,North,Business Owner,Digital Wallet,2024-10-21,Upper-Middle,Dormant
CUST002459,Zainab,Malik,Male,1992-09-10,Islamabad,North,Retired,Digital Wallet,2024-04-21,Low,Active
CUST002460,Bilal,Farooq,Female,1966-11-23,Sialkot,Central,Student,Savings Account,2022-05-23,Middle,Active
CUST002461,Ayesha,Raza,Female,1980-05-19,Sukkur,South,Salaried,Premium Account,2025-09-25,Upper-Middle,Active
CUST002462,Saad,Javed,Female,2002-11-24,Hyderabad,South,Student,Premium Account,2024-09-05,Upper-Middle,Active
CUST002463,Hamza,Khan,Female,1973-05-01,Peshawar,North,Salaried,Digital Wallet,2022-03-09,Upper-Middle,Active
CUST002464,Danish,Khan,Male,1985-11-15,Sialkot,Central,Salaried,Digital Wallet,2024-11-10,Middle,Active
CUST002465,Saad,Butt,Female,1985-07-17,Peshawar,North,Business Owner,Savings Account,2025-04-20,Lower-Middle,Dormant
CUST002466,Maham,Malik,Male,1987-07-07,Sukkur,South,Self-Employed,Digital Wallet,2024-02-18,Lower-Middle,Active
CUST002467,Saad,Siddiqui,Female,2000-05-18,Hyderabad,South,Freelancer,Digital Wallet,2025-02-13,Low,Active
CUST002468,Ayesha,Iqbal,Male,1987-12-20,Sialkot,Central,Business Owner,Current Account,2025-04-28,Low,Active
CUST002469,Hamza,Shah,Male,1965-09-04,Gujranwala,Central,Business Owner,Digital Wallet,2025-08-12,Low,Dormant
CUST002470,Talha,Farooq,Female,1974-06-26,Sialkot,Central,Salaried,Digital Wallet,2025-07-30,Middle,Dormant
CUST002471,Zainab,Iqbal,Female,1990-10-26,Faisalabad,Central,Freelancer,Current Account,2022-09-23,Low,Active
CUST002472,Omar,Ahmed,Female,1997-06-08,Karachi,South,Salaried,Savings Account,2022-02-17,Lower-Middle,Active
CUST002473,Maham,Malik,Male,1991-11-06,Sukkur,South,Self-Employed,Savings Account,2024-06-11,Lower-Middle,Dormant
CUST002474,Talha,Raza,Male,1995-06-06,Lahore,Central,Self-Employed,Digital Wallet,2024-07-18,Middle,Active
CUST002475,Zainab,Butt,Male,1974-10-01,Gujranwala,Central,Retired,Digital Wallet,2024-02-18,Upper-Middle,Active
CUST002476,Danish,Qureshi,Female,1968-04-01,Peshawar,North,Salaried,Digital Wallet,2022-11-21,Middle,Active
CUST002477,Sara,Sheikh,Male,2003-07-09,Rawalpindi,North,Student,Digital Wallet,2025-07-22,Lower-Middle,Active
CUST002478,Sara,Ahmed,Male,1988-08-18,Islamabad,North,Student,Savings Account,2023-07-13,Middle,Active
CUST002479,Omar,Shah,Male,1995-07-19,Gujranwala,Central,Salaried,Digital Wallet,2024-10-12,Middle,Active
CUST002480,Hira,Ahmed,Male,2004-06-15,Quetta,West,Self-Employed,Digital Wallet,2024-05-03,Lower-Middle,Active
CUST002481,Zainab,Butt,Male,1972-01-18,Sialkot,Central,Salaried,Savings Account,2025-05-11,Middle,Active
CUST002482,Sana,Ahmed,Female,2000-12-04,Islamabad,North,Salaried,Current Account,2024-09-02,Lower-Middle,Active
CUST002483,Maryam,Mirza,Female,1980-03-27,Rawalpindi,North,Salaried,Current Account,2024-05-18,Lower-Middle,Dormant
CUST002484,Saad,Butt,Male,1990-03-06,Gujranwala,Central,Salaried,Digital Wallet,2025-02-24,Upper-Middle,Active
CUST002485,Ayesha,Raza,Male,1980-10-10,Sukkur,South,Student,Digital Wallet,2022-03-16,Lower-Middle,Active
CUST002486,Omar,Raza,Female,1973-01-18,Faisalabad,Central,Salaried,Digital Wallet,2024-08-23,Upper-Middle,Active
CUST002487,Talha,Khan,Male,2001-10-04,Karachi,South,Self-Employed,Premium Account,2024-03-13,Middle,Active
CUST002488,Hamza,Khan,Female,1979-05-12,Karachi,South,Business Owner,Current Account,2024-11-30,Upper-Middle,Active
CUST002489,Maham,Siddiqui,Male,1966-09-26,Peshawar,North,Salaried,Digital Wallet,2022-11-03,Low,Active
CUST002490,Bilal,Butt,Male,1971-03-07,Gujranwala,Central,Salaried,Savings Account,2024-03-31,Lower-Middle,Active
CUST002491,Hassan,Ahmed,Male,2004-09-17,Gwadar,West,Business Owner,Premium Account,2023-01-24,Middle,Active
CUST002492,Hassan,Javed,Male,1998-12-17,Faisalabad,Central,Student,Digital Wallet,2022-06-10,Upper-Middle,Active
CUST002493,Ali,Farooq,Male,1992-07-03,Islamabad,North,Self-Employed,Current Account,2024-02-27,Low,Dormant
CUST002494,Iqra,Javed,Male,1996-07-02,Dera Ismail Khan,West,Self-Employed,Current Account,2022-01-30,Middle,Active
CUST002495,Sana,Hussain,Male,1991-08-04,Karachi,South,Freelancer,Savings Account,2022-05-08,Upper-Middle,Active
CUST002496,Ali,Javed,Female,2002-05-01,Lahore,Central,Freelancer,Digital Wallet,2023-12-27,Low,Active
CUST002497,Bilal,Hussain,Male,1969-07-15,Sialkot,Central,Salaried,Digital Wallet,2025-05-15,Low,Dormant
CUST002498,Ayesha,Qureshi,Male,1967-08-08,Abbottabad,North,Student,Current Account,2024-09-06,Lower-Middle,Active
CUST002499,Usman,Aslam,Male,1993-01-17,Hyderabad,South,Business Owner,Current Account,2022-01-22,Low,Active
CUST002500,Omar,Mirza,Male,2004-06-08,Lahore,Central,Salaried,Savings Account,2022-05-30,Low,Active
CUST002501,Danish,Raza,Male,1988-07-10,Islamabad,North,Salaried,Savings Account,2023-08-14,Lower-Middle,Active
CUST002502,Omar,Khan,Male,2004-03-03,Sukkur,South,Salaried,Savings Account,2023-08-11,Middle,Active
CUST002503,Hira,Sheikh,Female,1981-06-22,Gwadar,West,Salaried,Savings Account,2022-02-24,Lower-Middle,Active
CUST002504,Sana,Malik,Male,1992-05-04,Karachi,South,Salaried,Premium Account,2022-12-17,High,Active
CUST002505,Ali,Hussain,Male,1985-07-25,Peshawar,North,Salaried,Savings Account,2022-06-23,Middle,Active
CUST002506,Sana,Javed,Male,2001-04-05,Rawalpindi,North,Self-Employed,Savings Account,2024-02-16,Middle,Active
CUST002507,Fatima,Hussain,Male,1991-11-27,Quetta,West,Student,Premium Account,2024-06-20,Lower-Middle,Active
CUST002508,Sara,Iqbal,Female,1982-08-20,Quetta,West,Self-Employed,Current Account,2023-06-19,Low,Active
CUST002509,Talha,Qureshi,Female,1975-08-23,Faisalabad,Central,Business Owner,Digital Wallet,2024-02-22,Middle,Dormant
CUST002510,Sara,Shah,Male,1977-10-22,Sialkot,Central,Salaried,Savings Account,2022-10-03,Middle,Active
CUST002511,Saad,Butt,Male,1968-01-13,Lahore,Central,Business Owner,Digital Wallet,2025-03-11,High,Active
CUST002512,Sana,Khan,Female,1971-04-05,Lahore,Central,Salaried,Digital Wallet,2022-01-07,Upper-Middle,Active
CUST002513,Hamza,Iqbal,Female,1985-03-19,Rawalpindi,North,Salaried,Savings Account,2023-11-22,Low,Active
CUST002514,Omar,Hussain,Female,1966-08-18,Rawalpindi,North,Freelancer,Digital Wallet,2023-03-17,Lower-Middle,Dormant
CUST002515,Zainab,Siddiqui,Female,1984-05-22,Rawalpindi,North,Self-Employed,Digital Wallet,2023-09-10,Middle,Dormant
CUST002516,Fatima,Aslam,Male,1966-09-07,Sukkur,South,Self-Employed,Savings Account,2023-12-08,Middle,Active
CUST002517,Iqra,Mirza,Female,1971-12-23,Islamabad,North,Salaried,Digital Wallet,2024-06-03,Middle,Active
CUST002518,Hamza,Khan,Male,1993-05-24,Islamabad,North,Freelancer,Current Account,2025-06-26,Middle,Active
CUST002519,Zainab,Butt,Male,1966-04-20,Sialkot,Central,Self-Employed,Digital Wallet,2024-02-08,Middle,Active
CUST002520,Hamza,Raza,Female,1978-06-08,Abbottabad,North,Student,Current Account,2022-11-08,Middle,Active
CUST002521,Maham,Ahmed,Female,1972-06-07,Islamabad,North,Business Owner,Savings Account,2023-12-19,Lower-Middle,Active
CUST002522,Danish,Shah,Male,1967-05-04,Gujranwala,Central,Freelancer,Savings Account,2023-12-03,Low,Active
CUST002523,Talha,Khan,Male,1973-05-23,Sialkot,Central,Freelancer,Current Account,2025-03-29,Lower-Middle,Active
CUST002524,Noor,Shah,Male,1969-05-12,Lahore,Central,Salaried,Current Account,2024-02-15,Lower-Middle,Active
CUST002525,Zainab,Javed,Female,1968-06-09,Dera Ismail Khan,West,Salaried,Savings Account,2025-04-03,Middle,Dormant
CUST002526,Fatima,Shah,Female,1992-06-05,Islamabad,North,Freelancer,Digital Wallet,2024-06-07,Low,Active
CUST002527,Saad,Javed,Female,1970-06-14,Gwadar,West,Salaried,Savings Account,2024-02-22,Middle,Dormant
CUST002528,Ali,Raza,Female,2003-04-06,Gwadar,West,Freelancer,Premium Account,2023-03-26,Low,Active
CUST002529,Hira,Khan,Female,1984-08-23,Sukkur,South,Self-Employed,Digital Wallet,2022-12-17,Lower-Middle,Active
CUST002530,Maryam,Javed,Male,1981-06-10,Lahore,Central,Self-Employed,Current Account,2022-05-17,Lower-Middle,Active
CUST002531,Sana,Malik,Male,2000-03-13,Lahore,Central,Salaried,Digital Wallet,2024-01-21,Middle,Active
CUST002532,Danish,Farooq,Male,1996-10-18,Sialkot,Central,Retired,Digital Wallet,2025-06-15,Upper-Middle,Dormant
CUST002533,Usman,Sheikh,Male,1982-11-19,Sukkur,South,Salaried,Savings Account,2022-01-18,Lower-Middle,Active
CUST002534,Danish,Khan,Male,2004-05-04,Peshawar,North,Business Owner,Digital Wallet,2025-07-28,Upper-Middle,Active
CUST002535,Bilal,Shah,Female,1986-07-03,Dera Ismail Khan,West,Student,Digital Wallet,2025-03-22,Lower-Middle,Dormant
CUST002536,Maryam,Raza,Male,1994-12-08,Gujranwala,Central,Self-Employed,Current Account,2023-08-23,Upper-Middle,Active
CUST002537,Maryam,Butt,Male,2004-04-21,Karachi,South,Salaried,Savings Account,2023-03-06,Low,Active
CUST002538,Zainab,Javed,Female,1994-03-24,Gujranwala,Central,Salaried,Digital Wallet,2024-03-05,Lower-Middle,Active
CUST002539,Ayesha,Raza,Female,1989-05-27,Abbottabad,North,Salaried,Current Account,2025-03-17,Middle,Closed
CUST002540,Hassan,Raza,Male,1990-06-08,Faisalabad,Central,Freelancer,Savings Account,2022-02-09,Middle,Active
CUST002541,Hira,Hussain,Male,1991-06-21,Sialkot,Central,Self-Employed,Digital Wallet,2023-09-08,Lower-Middle,Active
CUST002542,Ahmed,Malik,Female,2005-08-05,Gujranwala,Central,Salaried,Digital Wallet,2022-03-06,Lower-Middle,Active
CUST002543,Zainab,Javed,Male,1993-04-06,Sialkot,Central,Self-Employed,Current Account,2024-05-31,Middle,Active
CUST002544,Bilal,Malik,Male,1977-07-15,Peshawar,North,Business Owner,Digital Wallet,2022-04-15,Low,Active
CUST002545,Usman,Shah,Female,1965-02-03,Sialkot,Central,Business Owner,Premium Account,2023-03-10,Lower-Middle,Active
CUST002546,Maham,Qureshi,Male,1997-12-01,Faisalabad,Central,Salaried,Digital Wallet,2024-10-08,Low,Active
CUST002547,Hamza,Ahmed,Male,1985-04-27,Dera Ismail Khan,West,Salaried,Digital Wallet,2024-10-26,Middle,Active
CUST002548,Danish,Malik,Male,1982-04-22,Islamabad,North,Student,Digital Wallet,2022-11-08,High,Active
CUST002549,Ahmed,Aslam,Female,2003-02-19,Islamabad,North,Retired,Digital Wallet,2023-12-04,Middle,Active
CUST002550,Iqra,Ahmed,Female,1971-05-07,Peshawar,North,Self-Employed,Digital Wallet,2022-09-10,Middle,Active
CUST002551,Noor,Malik,Male,1966-12-03,Faisalabad,Central,Salaried,Current Account,2024-03-20,Middle,Active
CUST002552,Saad,Mirza,Male,1995-08-04,Faisalabad,Central,Freelancer,Digital Wallet,2022-01-12,Lower-Middle,Active
CUST002553,Maham,Butt,Male,2002-09-12,Sialkot,Central,Self-Employed,Current Account,2025-01-19,Low,Dormant
CUST002554,Omar,Iqbal,Female,1999-08-22,Gwadar,West,Student,Current Account,2022-02-01,Lower-Middle,Active
CUST002555,Hamza,Aslam,Male,2000-05-17,Abbottabad,North,Salaried,Digital Wallet,2024-04-13,Middle,Active
CUST002556,Saad,Hussain,Female,2000-10-23,Sukkur,South,Freelancer,Savings Account,2023-07-09,Middle,Active
CUST002557,Saad,Ahmed,Female,1993-05-25,Islamabad,North,Salaried,Digital Wallet,2022-11-02,Middle,Dormant
CUST002558,Hira,Butt,Male,2002-10-20,Rawalpindi,North,Student,Current Account,2024-01-12,Middle,Dormant
CUST002559,Maham,Hussain,Male,1978-12-03,Gujranwala,Central,Self-Employed,Savings Account,2022-07-14,Lower-Middle,Active
CUST002560,Sana,Ahmed,Male,1995-01-07,Peshawar,North,Self-Employed,Premium Account,2024-03-03,Lower-Middle,Active
CUST002561,Maham,Sheikh,Male,1968-03-10,Gujranwala,Central,Salaried,Savings Account,2024-06-01,Upper-Middle,Active
CUST002562,Noor,Malik,Female,1986-10-15,Karachi,South,Freelancer,Current Account,2023-09-19,Upper-Middle,Active
CUST002563,Danish,Malik,Male,1976-02-22,Karachi,South,Self-Employed,Digital Wallet,2023-05-11,Middle,Dormant
CUST002564,Iqra,Hussain,Female,2003-09-27,Lahore,Central,Self-Employed,Current Account,2023-09-22,Low,Active
CUST002565,Ayesha,Siddiqui,Male,1982-03-27,Gujranwala,Central,Salaried,Savings Account,2025-08-02,Upper-Middle,Active
CUST002566,Hira,Ahmed,Male,1973-08-13,Faisalabad,Central,Salaried,Savings Account,2024-10-28,Middle,Active
CUST002567,Sana,Iqbal,Male,1988-08-27,Rawalpindi,North,Self-Employed,Current Account,2022-01-08,Middle,Active
CUST002568,Sara,Raza,Female,1968-04-26,Islamabad,North,Salaried,Savings Account,2023-02-01,Middle,Active
CUST002569,Hassan,Hussain,Female,1970-11-05,Gujranwala,Central,Business Owner,Digital Wallet,2022-02-04,Middle,Active
CUST002570,Talha,Raza,Male,1982-11-19,Dera Ismail Khan,West,Salaried,Digital Wallet,2022-11-22,Middle,Active
CUST002571,Noor,Ahmed,Female,1990-03-12,Peshawar,North,Student,Premium Account,2024-12-01,Lower-Middle,Active
CUST002572,Sara,Farooq,Male,1988-09-23,Sialkot,Central,Business Owner,Premium Account,2025-03-15,Middle,Active
CUST002573,Talha,Khan,Male,1967-09-24,Karachi,South,Self-Employed,Savings Account,2023-09-18,Middle,Active
CUST002574,Usman,Farooq,Male,1992-04-06,Sukkur,South,Salaried,Digital Wallet,2024-08-01,Lower-Middle,Active
CUST002575,Iqra,Raza,Male,1967-10-17,Lahore,Central,Student,Digital Wallet,2023-05-23,Lower-Middle,Active
CUST002576,Saad,Javed,Female,1998-04-26,Faisalabad,Central,Retired,Digital Wallet,2023-10-15,Middle,Active
CUST002577,Sana,Qureshi,Male,1966-04-19,Sukkur,South,Student,Digital Wallet,2025-02-09,Middle,Active
CUST002578,Ahmed,Shah,Female,1966-09-24,Hyderabad,South,Student,Digital Wallet,2023-01-13,Lower-Middle,Dormant
CUST002579,Maham,Qureshi,Female,1986-02-20,Abbottabad,North,Salaried,Digital Wallet,2023-03-12,Upper-Middle,Active
CUST002580,Hassan,Malik,Male,1997-12-22,Dera Ismail Khan,West,Self-Employed,Digital Wallet,2022-07-06,Middle,Active
CUST002581,Danish,Butt,Female,1996-05-23,Peshawar,North,Salaried,Savings Account,2022-10-26,Middle,Active
CUST002582,Fatima,Khan,Female,1989-06-26,Sukkur,South,Salaried,Digital Wallet,2022-02-21,Middle,Active
CUST002583,Iqra,Shah,Male,1972-09-06,Peshawar,North,Self-Employed,Digital Wallet,2025-01-21,Middle,Active
CUST002584,Maryam,Khan,Male,2004-11-22,Peshawar,North,Salaried,Current Account,2025-03-12,Low,Dormant
CUST002585,Fatima,Siddiqui,Male,1965-10-11,Rawalpindi,North,Business Owner,Savings Account,2023-08-01,Lower-Middle,Dormant
CUST002586,Usman,Farooq,Male,1979-05-16,Sialkot,Central,Freelancer,Current Account,2024-03-23,Upper-Middle,Active
CUST002587,Fatima,Khan,Female,1995-09-18,Gujranwala,Central,Self-Employed,Savings Account,2022-12-07,Upper-Middle,Active
CUST002588,Saad,Siddiqui,Male,1990-05-18,Islamabad,North,Salaried,Savings Account,2022-03-04,Low,Active
CUST002589,Bilal,Butt,Male,1997-07-06,Gujranwala,Central,Salaried,Digital Wallet,2023-12-08,Upper-Middle,Active
CUST002590,Saad,Malik,Male,1996-09-23,Lahore,Central,Self-Employed,Savings Account,2022-08-06,Lower-Middle,Active
CUST002591,Hamza,Javed,Male,2003-07-20,Sukkur,South,Self-Employed,Digital Wallet,2025-03-07,Upper-Middle,Dormant
CUST002592,Sana,Mirza,Female,1986-01-21,Karachi,South,Business Owner,Savings Account,2023-01-18,Lower-Middle,Active
CUST002593,Danish,Hussain,Female,1998-01-17,Faisalabad,Central,Freelancer,Premium Account,2024-10-06,Lower-Middle,Active
CUST002594,Usman,Ahmed,Female,1971-02-16,Rawalpindi,North,Freelancer,Digital Wallet,2022-12-27,Lower-Middle,Active
CUST002595,Hamza,Malik,Male,1972-02-08,Rawalpindi,North,Business Owner,Digital Wallet,2022-06-23,Middle,Active
CUST002596,Ali,Butt,Female,1967-09-17,Quetta,West,Salaried,Premium Account,2024-01-21,Middle,Active
CUST002597,Ayesha,Mirza,Female,1973-03-08,Abbottabad,North,Salaried,Premium Account,2022-09-08,Middle,Active
CUST002598,Zainab,Malik,Female,1969-03-24,Sialkot,Central,Salaried,Current Account,2023-07-01,High,Active
CUST002599,Bilal,Iqbal,Female,1998-04-02,Gwadar,West,Student,Digital Wallet,2023-02-06,Lower-Middle,Closed
CUST002600,Hira,Sheikh,Female,1985-03-01,Gwadar,West,Freelancer,Savings Account,2025-04-22,Middle,Active
CUST002601,Saad,Siddiqui,Female,1983-11-20,Faisalabad,Central,Business Owner,Current Account,2023-11-20,Middle,Active
CUST002602,Ali,Shah,Male,1991-02-20,Hyderabad,South,Freelancer,Current Account,2024-09-11,Middle,Active
CUST002603,Hamza,Raza,Male,1979-03-16,Gujranwala,Central,Salaried,Savings Account,2024-03-17,Low,Active
CUST002604,Noor,Malik,Female,1988-03-16,Sukkur,South,Student,Digital Wallet,2025-05-31,Upper-Middle,Active
CUST002605,Iqra,Shah,Male,1965-02-01,Abbottabad,North,Salaried,Savings Account,2023-08-25,Upper-Middle,Active
CUST002606,Ayesha,Hussain,Female,1994-04-23,Abbottabad,North,Business Owner,Savings Account,2025-03-27,High,Dormant
CUST002607,Maham,Mirza,Female,2000-03-23,Lahore,Central,Salaried,Digital Wallet,2025-05-14,Upper-Middle,Active
CUST002608,Hira,Hussain,Female,1966-05-06,Abbottabad,North,Business Owner,Current Account,2025-06-15,Middle,Active
CUST002609,Saad,Farooq,Male,1968-02-01,Karachi,South,Freelancer,Current Account,2024-08-10,Low,Active
CUST002610,Sara,Butt,Female,1970-12-15,Sialkot,Central,Salaried,Current Account,2025-09-03,Middle,Active
CUST002611,Ayesha,Malik,Male,1989-10-07,Hyderabad,South,Freelancer,Current Account,2024-10-17,Low,Active
CUST002612,Ahmed,Mirza,Female,1996-08-04,Karachi,South,Salaried,Savings Account,2023-03-03,High,Active
CUST002613,Omar,Farooq,Male,1998-08-04,Lahore,Central,Business Owner,Current Account,2022-08-03,Middle,Dormant
CUST002614,Usman,Shah,Female,1997-09-18,Sukkur,South,Self-Employed,Digital Wallet,2022-10-15,Low,Active
CUST002615,Fatima,Mirza,Female,1988-12-10,Abbottabad,North,Salaried,Savings Account,2024-02-25,Middle,Active
CUST002616,Fatima,Iqbal,Female,1993-02-21,Lahore,Central,Business Owner,Digital Wallet,2022-08-15,Middle,Active
CUST002617,Fatima,Hussain,Male,1976-07-09,Peshawar,North,Salaried,Digital Wallet,2022-11-22,High,Active
CUST002618,Usman,Shah,Female,1995-03-17,Karachi,South,Self-Employed,Premium Account,2024-05-09,Middle,Active
CUST002619,Danish,Siddiqui,Male,1972-06-08,Hyderabad,South,Salaried,Savings Account,2023-04-01,Upper-Middle,Active
CUST002620,Hassan,Ahmed,Male,2004-11-15,Quetta,West,Salaried,Digital Wallet,2024-07-21,Upper-Middle,Active
CUST002621,Bilal,Hussain,Male,1966-08-19,Sukkur,South,Salaried,Digital Wallet,2025-09-27,Upper-Middle,Active
CUST002622,Saad,Sheikh,Female,2003-08-10,Gwadar,West,Business Owner,Current Account,2022-05-01,Low,Active
CUST002623,Fatima,Butt,Female,1983-02-24,Rawalpindi,North,Salaried,Savings Account,2024-05-27,Lower-Middle,Active
CUST002624,Ayesha,Mirza,Female,1991-10-18,Dera Ismail Khan,West,Salaried,Savings Account,2025-01-29,Upper-Middle,Active
CUST002625,Talha,Shah,Male,1971-09-06,Gujranwala,Central,Salaried,Current Account,2022-07-12,Upper-Middle,Dormant
CUST002626,Sana,Mirza,Male,1978-05-25,Lahore,Central,Salaried,Savings Account,2024-12-08,Lower-Middle,Closed
CUST002627,Ahmed,Ahmed,Male,2000-05-14,Sialkot,Central,Salaried,Current Account,2023-11-26,Low,Active
